wv_base_1,wv_base_2,wv_base_3,wv_base_4,wv_base_5,wv_base_6,wv_base_7,wv_base_8,wv_base_9,wv_base_10
70.27,137.14,16.54,32.23,19.31,38.24,52.17,97.92,67.27,20.26
