wv_elas_0,wv_elas_1,wv_elas_2,wv_elas_3,wv_elas_4,wv_elas_5,wv_elas_6,wv_elas_7,wv_elas_8,wv_elas_9,wv_elas_10,wv_elas_11,wv_elas_12,wv_elas_13,wv_elas_14
17.34,14.495,15.14,16.645,36.57,27.605,14.81,17.21,27.28,16.78,15.68,13.74,15.875,16.1,16.8
